,ibs_mean_reversion,donchian_channel,vix_mean_reversion,vol_overlay,gtaa,bollinger_band,sector_momentum,regime_factor_rotation,quantitative_momentum,vix_etn_dual,quality_profitability,industry_trend,low_volatility,commodity_carry,commodity_trend,bond_trend,credit_carry,cross_asset_carry,us_cross_sectional_momentum,us_shareholder_yield,us_earnings_momentum,us_return_seasonality,country_cape_rotation,yield_curve_duration,em_dm_carry,turn_of_month,overnight_premium,short_interest_contrarian,sentiment_timing,insider_buying,pead_earnings_drift,bab_long_short,qmj_long_short,bond_duration_carry,reit_dividend_carry
em_dm_carry,0.03678508549519667,0.01729966409806298,-0.053958001800239096,0.05564394856535922,0.04533304161481477,0.0033343304464154458,-0.0007366197157207565,0.008650144236967701,-0.00043110658783383803,0.011510605549338823,0.6678643642292662,-0.017203691707446078,0.76377481777905,-0.018735607186445558,0.006606236043409308,-0.0036413548323023666,-0.07019335700934692,0.005951447236268076,0.7215606520284488,0.6878622926067699,0.7492303052521859,0.7437818092037841,0.755306034764916,-0.07989235978308012,1.0,0.00314424894923486,-0.0014291457520984943,0.7371422157313359,0.686413572437424,0.7848276098739599,0.7487582022843391,-0.05679090404288039,-0.24523771344557557,-0.1826072769041489,0.6882493701112867
turn_of_month,0.3625310775320462,0.4008959755201835,0.1119840806963454,-0.008790289087698657,0.39126937756449093,0.43482930080245763,0.477408268602556,0.5496703634400057,0.43652751690793157,0.26579630787605923,0.020362226238541323,0.481828640939222,0.04010491783809848,0.045978437672184805,-0.01882534054666284,-0.12523674951439887,-0.08326680568852204,0.11076134670906619,-0.025296232286899815,0.03210790725317673,-0.010972854602653787,0.017654814909509375,0.040878623028998105,0.039967002395300044,0.00314424894923486,1.0,0.55509362142583,0.014422027613076267,0.028636896395107934,0.02586613957478642,0.011936490657805329,0.05319563567661706,0.0628607045420572,0.029449574094268297,0.03173488639567527
overnight_premium,0.7028568298978946,0.635307462747021,0.37883237134410386,-0.03376574687920938,0.7215845114696772,0.8672982494885458,0.9111980204003663,0.9667530262352764,0.8412580817670611,0.38085924826695594,0.008067038531429633,0.8829336698078933,0.018924662085365133,0.10369112976123938,0.0554337491479624,-0.18535285607350882,-0.1284032194533279,0.27458702386772244,-0.01823260928336899,0.014738455301922491,-0.010311900124359953,0.006178005203155606,0.01950622100023934,0.0226130544350034,-0.0014291457520984943,0.55509362142583,1.0,0.004638227315692731,0.012374860542182828,0.010739665592497614,0.00275931169656583,0.028583031586715393,0.03533920120235328,0.015738068035408472,0.014542630241662307
short_interest_contrarian,0.0200346751120375,0.016892559168608802,-0.053939042990442415,0.03942079876823531,0.0501339890809263,-7.55853257356084e-07,-0.0019324216298514019,0.004817946196289633,-0.023475185511041458,0.01791037054021671,0.9152694905641815,-0.00984555745866442,0.9492581967544389,0.04255251082248849,0.05578766979092232,-0.1609541271743718,-0.1617032348408314,0.003381994297239624,0.8561051626349742,0.9383457845304467,0.8924928570571327,0.9664946683772501,0.5809591263134215,-0.29138723350231166,0.7371422157313359,0.014422027613076267,0.004638227315692731,1.0,0.9193880135447131,0.9805526211549768,0.9298330056782801,-0.15915184397319565,-0.23553429356716454,-0.33968070839914555,0.9380657600699296
sentiment_timing,0.011989612874230844,0.03708479201441633,-0.04635876630263818,0.03633608707411427,0.04102163717532993,0.01324692947056971,0.014231686883107508,0.01719619404600911,-0.004985816193097463,0.018065000649537404,0.9446937313533224,-0.0028143855507885545,0.9086517877023429,0.01612559651351439,0.034465255483330695,-0.10390534924475166,-0.1059302883195097,0.004614273643561828,0.773269005843616,0.8791357155024084,0.8178632346034822,0.9188841793550981,0.5216642746068122,-0.2371311101725967,0.686413572437424,0.028636896395107934,0.012374860542182828,0.9193880135447131,1.0,0.9261721415204897,0.8465520185227343,-0.03440120459470541,-0.15043152934305798,-0.2588353769292366,0.8790159642640979
insider_buying,0.02758876714588158,0.017693947107758134,-0.05263928030542228,0.044573336177097064,0.0558303267439511,0.00593599829766818,0.00698872989157895,0.014063654834352983,-0.013734378517707969,0.01728388053093281,0.927541988337218,-0.003755991651820851,0.9719454600119102,0.027720408638364787,0.04429524837130319,-0.12299727261864625,-0.1486244871101518,0.005859324273918064,0.8933484054359659,0.9323729918536537,0.9320818541911607,0.9797142925285388,0.614709902701563,-0.2525999054787726,0.7848276098739599,0.02586613957478642,0.010739665592497614,0.9805526211549768,0.9261721415204897,1.0,0.9443221836677799,-0.07797986322580075,-0.18396079875838395,-0.2948502502170336,0.9322173862707094
pead_earnings_drift,0.015896134396963073,0.015363747668819303,-0.05248823207697122,0.040436466309693546,0.06270494724245906,-0.0026029487564738743,-0.0006976530001790738,0.0032174310357557818,-0.013508983793763776,0.016496697480119036,0.8688796323853558,-0.00573233898913866,0.9116425700266851,0.03235227421597598,0.05124386583752623,-0.11865126408689701,-0.16522391833907885,0.0011748310809762076,0.8797650561675682,0.8771796639564883,0.9099428966944371,0.9213671976341665,0.5573388520462923,-0.2683366324155279,0.7487582022843391,0.011936490657805329,0.00275931169656583,0.9298330056782801,0.8465520185227343,0.9443221836677799,1.0,-0.07669753579230243,-0.18191236365785282,-0.30180263903171767,0.8771730950028929
bab_long_short,0.022565761185519614,0.012576467003877373,-0.0007650345822942878,0.05436817146852211,0.00105561366151556,0.01913003399461729,0.04093248400442971,0.0351868160659328,0.0214721200644478,-0.00017518351323901661,0.062088634836840045,0.022459572265107308,-0.01756977141062858,-0.042931737206992004,-0.06024270673539845,0.2517139062505111,0.1282118176629226,-0.010665379092185847,0.008042778528216915,-0.20034302457545936,0.020607969302294023,-0.04790592166905982,-0.08587740104750773,0.5872017612972189,-0.05679090404288039,0.05319563567661706,0.028583031586715393,-0.15915184397319565,-0.03440120459470541,-0.07797986322580075,-0.07669753579230243,1.0,0.3435672113052216,0.5365327789185667,-0.19978391912223528
qmj_long_short,0.006298558156336576,0.01983480217438087,0.01992999243429045,-0.019608941478234814,0.03798858365120758,0.009401913157117666,0.038259688447882655,0.04584658311086904,0.02853576287818235,-0.012305238683974831,-0.009332004209987341,0.04584568479444365,-0.0819583473874213,-0.05993668620280321,-0.016159206649751467,-0.03854975785631369,-0.033772788573868326,-0.01568267045646163,-0.3297181688236065,-0.03948160066407047,-0.2464388566567698,-0.12227742660370541,-0.09140789972549503,-0.04888162343844056,-0.24523771344557557,0.0628607045420572,0.03533920120235328,-0.23553429356716454,-0.15043152934305798,-0.18396079875838395,-0.18191236365785282,0.3435672113052216,1.0,-0.11912948672311453,-0.038081576215747856
bond_duration_carry,0.014767260788848742,0.01155556356962871,0.015214433607200104,0.05557579398058988,-0.02393734939928974,0.023485019869148988,0.02779314980301738,0.019893103204664767,0.007230030540773429,-0.004235859424200252,-0.27146078527880424,0.01453141551680639,-0.3170243068067749,-0.06677715510678892,-0.06048036276833516,0.35634347338418776,0.3903427289502853,0.012806665867086885,-0.09580375495488147,-0.517874899592887,-0.13579043505011554,-0.32002116256824104,-0.07416139250638551,0.9192330209653484,-0.1826072769041489,0.029449574094268297,0.015738068035408472,-0.33968070839914555,-0.2588353769292366,-0.2948502502170336,-0.30180263903171767,0.5365327789185667,-0.11912948672311453,1.0,-0.5178020131896213
reit_dividend_carry,0.020549085965499286,0.015405855490187945,-0.04633279343251318,0.019222884514911616,0.05862881945182906,0.0038963997257450227,0.00676927621303679,0.018773312683873288,-0.004196759360247275,0.016190023154561257,0.8795034454489083,0.004406251084227538,0.9427678999945082,0.03259050269392338,0.0506275536408401,-0.22268347076897205,-0.21314280385279688,-0.0007420342961415977,0.7393229657439223,0.9999820371593372,0.7951817209019365,0.9306776978115322,0.5651029381881639,-0.45251961856314754,0.6882493701112867,0.03173488639567527,0.014542630241662307,0.9380657600699296,0.8790159642640979,0.9322173862707094,0.8771730950028929,-0.19978391912223528,-0.038081576215747856,-0.5178020131896213,1.0
